,nct_id,study_type,acronym,baseline_population,brief_title,official_title,overall_status
509,NCT04446390,Interventional,,,Preventive Regimens With Herbal and Fluoride Toothpaste on Remineralization in High Caries Patients With Initial Lesions,Evaluation of Preventive Regimens Containing Herbal-based Compared to Fluoride-based Toothpaste on Remineralization of Teeth in High Caries Risk Patients With Initial Carious Lesions: Randomized Clinical Trial,Not yet recruiting
510,NCT04446377,Interventional,,,A Study of LAM-002A for the Prevention of Progression of COVID-19,"A Phase II Randomized, Double-Blind, Placebo-Controlled Study of LAM-002A for the Prevention of Progression of COVID-19",Not yet recruiting
511,NCT04446364,Interventional,,,Ethanolic Extract of Aloe Vera Versus Chlorohexidine as Cavity Disinfectant.,Ethanolic Extract of Aloe Vera Versus Chlorohexidine as Cavity Disinfectant: A Split-mouth Randomized Clinical Trial,Not yet recruiting
512,NCT04446351,Interventional,,,Study of the Safety and Effectiveness of GSK6097608 in Participants With Advanced Solid Tumors,"A Phase 1 First-Time-in-Human, Open-Label Study of GSK6097608 Administered as Monotherapy and in Combination With Anticancer Agents in Participants With Advanced Solid Tumors",Not yet recruiting
513,NCT04446338,Observational,CovidImmunEye,,Immune Status SARS-CoV-2 in a Sample of a Tertiary Eye Health Centre,Immune Status: Antibodies Against Severe Acute Respiratory Syndrome Coronavirus 2 in a Sample of the Eye Department (University Eye Hospital and Research Institute Tübingen),Recruiting
514,NCT04446325,Observational,TESLA,,Venous Disease Thromboembolic and Amyotrophic Lateral Sclerosis,Venous Disease Thromboembolic and Amyotrophic Lateral Sclerosis,Recruiting
515,NCT04446312,Interventional,,,Study 302: BLI4900 Versus an FDA-approved Comparator in Adult Subjects Prior to Colonoscopy,A Safety and Efficacy Comparison of BLI4900 Bowel Preparation Versus an FDA-approved Comparator in Adult Subjects Prior to Colonoscopy,Not yet recruiting
516,NCT04446299,Interventional,,,Study 301: BLI4900 Versus an FDA-approved Comparator in Adult Subjects Prior to Colonoscopy,A Safety and Efficacy Comparison of BLI4900 Bowel Preparation Versus an FDA-approved Comparator in Adult Subjects Prior to Colonoscopy,Not yet recruiting
517,NCT04446286,Observational,ECMO-SL-CoV-2,,Bicentric Study on the Use of ECMO-VV or VA for Severe ARDS Associated With SARS-CoV-2,Bicentric Study on the Use of ECMO-VV or VA for Severe ARDS Associated With SARS-CoV-2,Recruiting
518,NCT04446273,Interventional,,,Proximal Priority Versus Distal Priority Robotic Priming Effects in Patients With Chronic Stroke,Effects of Proximal Priority Versus Distal Priority Robotic Priming Technique With Rehabilitation Therapy of Upper-Limb Functions in Patients With Chronic Stroke,Not yet recruiting
519,NCT04446260,Interventional,,,A Study of SHR-A1811 in Subjects With Advanced Malignant Solid Tumors,"A Phase 1 Multi-Country, Multi-Center, Open-Label Study to Evaluate the Safety, Tolerability, Pharmacokinetics and Efficacy of SHR-A1811 in HER2 Expressing or Mutated Advanced Malignant Solid Tumor Subjects",Not yet recruiting
520,NCT04446247,Observational,,,Accuracy of Owlet Smart Sock Sensor With Profound Hypoxia,Accuracy of Owlet Smart Sock 3rd Generation With Profound Hypoxia,Completed
521,NCT04443556,Interventional,,,Effect of Continue RISS Block in Thoracotomy,Effect of Continue Rhomboid Intercostal and Subserratus Plane Block in Thorocotomy,Not yet recruiting
522,NCT04446234,Interventional,,,Atypical Antipsychotics Influence on the Safety of the Heart and Monitoring Indicators Model Building,Atypical Antipsychotics Influence on the Safety of the Heart and Monitoring Indicators Model Building,Not yet recruiting
523,NCT04446221,Observational,,,Long Term Follow-Up of Post Neck Pain Patients Accompanying Ossification of Posterior Longitudinal Ligament Treated With Integrated Complementary and Alternative Medicine: Observational Study,Long Term Follow-Up of Post Neck Pain Patients Accompanying Ossification of Posterior Longitudinal Ligament Treated With Integrated Complementary and Alternative Medicine: Observational Study,Recruiting
524,NCT04446208,Observational,FISTULENDO,,Endoscopy for Post-operative Fistula,Endoscopic Treatment of Post-operative Fistula of the Upper Digestive Tract,Not yet recruiting
525,NCT04446195,Interventional,,,The Effect of Individualized Intervention on the Quality of Bowel Preparation,The Effect of Individualized Intervention on the Quality of Intestinal Preparation: a Randomized Controlled Study,Not yet recruiting
526,NCT04446182,Interventional,FLIGHT,,Itacitinib (INCB039110) and Extracorporeal Photopheresis (ECP) for First-Line Treatment in Chronic Graft Versus Host Disease,A Phase II Study of Itacitinib (INCB039110) and Extracorporeal Photopheresis (ECP) for First-Line Treatment in Chronic Graft Versus Host Disease,Not yet recruiting
527,NCT04446169,Observational,,,COVID-19 (SARS-CoV-2) in Urine and Semen,"COVID-19 (SARS-CoV-2) in Urine and Semen: Qualitative and Quantitative Analyses and Evaluation of STD, Sexual Function, Fertility and Urinary Function",Recruiting
528,NCT04446156,Observational,,,Liver Diseases in PLWH,Epidemiological Investigation of HIV-infected Patients Complicated With Liver Disease in Zhejiang Province,Recruiting
529,NCT04446143,Interventional,,,Effects on Mindfulness Meditation on Patient's Satisfaction During Urodynamic Study,Effects of Mindfulness Meditation on Patients' Satisfaction During Urodynamic Study.,Not yet recruiting
530,NCT04446130,Interventional,,,"Study of Decitabine Combined With HAAG Regimen in Newly Diagnosed ETP-ALL/LBL, T/M-MPAL and ALL/LBL With Myeloid or Stem Cell Markers Patients","A Phase 3, Open Label, Single Arm, Multi-Center Study to Evaluate the Efficacy and Safety of Decitabine Combined With HAAG Regimen in Newly Diagnosed ETP-ALL/LBL, T/M-MPAL and ALL/LBL With Myeloid or Stem Cell Markers Patients",Recruiting
531,NCT04446117,Interventional,CONTACT-02,,Study of Cabozantinib in Combination With Atezolizumab Versus Second NHT in Subjects With mCRPC,"A Phase 3, Randomized, Open-Label, Controlled Study of Cabozantinib (XL184) in Combination With Atezolizumab vs Second Novel Hormonal Therapy (NHT) in Subjects With Metastatic Castration-Resistant Prostate Cancer",Not yet recruiting
532,NCT04446104,Interventional,,,A Preventive Treatment for Migrant Workers at High-risk of Covid-19,A Randomized Open-label Prophylaxis Trial Among Migrant Workers at High-risk of Covid-19 (DORM Trial),Recruiting
533,NCT04446091,Interventional,,,A Clinical Study of Exploring Camrelizumab in the Treatment of Colorectal Mucinous Adenocarcinoma(MAC),A Clinical Study of Exploring Camrelizumab in the Treatment of Colorectal Mucinous Adenocarcinoma(MAC),Recruiting
534,NCT04446078,Interventional,AO4PEEKDev,,Hybrid Polyetheretherketone (PEEK)-Acrylic Resin Prostheses and the All-on-4 Concept for Full Arch Rehabilitation,Hybrid Polyetheretherketone (PEEK)-Acrylic Resin Prostheses and the All-on-4 Concept for Full Arch Rehabilitation,"Active, not recruiting"
535,NCT04446065,Interventional,HERD,,Protection of Health Workers Against COVID-19,"A Multicenter, Double-blind, Randomized, Placebo-controlled Clinical Trial to Protect Health Workers Against COVID-19 by Using Previfenon® as Chemoprophylaxis During a SARS-CoV-2 Outbreak. The HERD Study",Not yet recruiting
536,NCT04446052,Interventional,,,Phase III rhu_GM-CSF + 3 Induction Regimens in Adults With Acute Non-Lymphocytic Leukemia,Phase III Study Priming With rhu_GM-CSF and of Three Induction Regimens in Adult Patients (55 and Over) With Acute Non-Lymphocytic Leukemia,Completed
537,NCT04446039,Observational,,,"Non-interventional, Retrospective Cohort Study to Explore Antidepressant Treatment in Korea",Comparison of Antidepressants in the Real-World: Retrospective Cohort Study Using Big Data,Not yet recruiting
538,NCT04446026,Interventional,,,"A Randomized, Placebo-controlled Clinical Trial of Teneligliptin as Quadruple Oral Combination Therapy for Type 2 DM After Failure of an Oral Triple Anti-diabetic Regimen","A Randomized, Placebo-controlled Clinical Trial of Teneligliptin as Quadruple Oral Combination Therapy for Type 2 DM After Failure of an Oral Triple Anti-diabetic Regimen",Not yet recruiting
539,NCT04446013,Interventional,,,Comparison of ONSD and rSO2 Measurements Between General and Spinal Anesthesia in C-Section,Comparison of Optic Nerve Sheath Diameter and Cerebral Regional Oxygen Saturation Measurements Between General and Spinal Anesthesia Applications in C-Section,"Active, not recruiting"
540,NCT04446000,Interventional,,,"Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Subcutaneous CSL730 in Healthy Adult Subjects","A Phase 1, Randomized, Double-blind, Placebo-controlled, Single Ascending Dose Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of Subcutaneous CSL730 in Healthy Adult Subjects",Not yet recruiting
541,NCT04445987,Interventional,,,Long-Term Safety of ARQ-154 Foam in Subjects With Seborrheic Dermatitis,"A Phase 2, Multicenter, Open-Label Study of the Long-Term Safety of ARQ-154 Foam 0.3% in Subjects With Seborrheic Dermatitis",Recruiting
542,NCT04445974,Interventional,,,Testing a Body-functionality Intervention for Body Image in Individuals With Skin Conditions,Can a Brief Body-functionality Writing Intervention Improve Body Image in Individuals Living With a Skin Condition? A Randomised Control Trial,Not yet recruiting
543,NCT04445961,Observational,COVID-VENT,,Respiratory Mechanics and Gas Exchange in Patients With COVID-19 and Hypoxemic Acute Respiratory Failure,Respiratory Mechanics and Gas Exchange in Patients With COVID-19 and Hypoxemic Acute Respiratory Failure: Multicentral Observational Study,Recruiting
544,NCT04445948,Interventional,,,Lactoferrin in Helicobacter Pylori Eradication Either With Standard Triple Therapy or Sequential Therapy,Study the Efficacy of Lactoferrin in Helicobacter Pylori Eradication Either With Standard Triple Therapy or Sequential Therapy in Egyptian Patients,Completed
545,NCT04445935,Interventional,,,Anticoagulation in Patients Suffering From COVID-19 Disease The ANTI-CO Trial,Anticoagulation in Patients Suffering From COVID-19 Disease-The Anti-Co Trial,Recruiting
546,NCT04445922,Interventional,,,Bioequivalence of Oral Formulations of Anastrozole in Healthy Chinese Volunteers Under Fed Condition,"Bioequivalence of Oral Formulations of Anastrozole in Healthy Chinese Volunteers Under Fed Condition: A Open-label, Randomized,Single- Dose,Two-period, Two-group, Crossover Study",Not yet recruiting
547,NCT04445909,Observational,,,Validation of Continuous Transcutaneous Carbon Dioxide Monitoring in VA-ECMO Patients,Validation of Continuously Determined Transcutaneous Carbon Dioxide Partial Pressures in Patients Supported With Veno-arterial Extracorporeal Membrane Oxygenation,Recruiting
548,NCT04445896,Observational,,,The Responses Study,Exploring Patient Responses to Advance Care Planning: A Qualitative Study,Not yet recruiting
549,NCT04445883,Interventional,JBH,,Evaluating the Impact of the Eating Matters Program on the Nutritional Status of Elderly Patients at Joseph Brant Hospital,"Evaluating the Impact of a Volunteer Based Mealtime Assistance Program on the Nutritional Status of Elderly Patients at Joseph Brant Hospital in Ontario, Canada",Not yet recruiting
550,NCT04445870,Observational,ONCOCARE-COV,,Oncology Care Pathway's Modifications Impact During COVID-19 Pandemic : the ONCOCARE-COV Study,Oncology Care Pathway's Modifications Impact During COVID-19 Pandemic : the ONCOCARE-COV Study,Recruiting
551,NCT04445857,Interventional,,,Efficacy of Coadministration of Calcitonin and Hyperbaric Bupivacaine on Spinal Anesthesia in Tramadol-abuse Patients,Efficacy of Coadministration of Calcitonin and Hyperbaric Bupivacaine on Spinal Anesthesia in Lower Abdominal and Limb Surgeries in Tramadol-abuse Patients: a Randomized Controlled Trial,Not yet recruiting
552,NCT04445844,Interventional,,,"INCMGA00012 and Pelareorep for the Treatment of Metastatic Triple Negative Breast Cancer, IRENE Study",IRENE Study: Phase 2 Study of INCMGA00012 and the Oncolytic Virus Pelareorep in Metastatic Triple Negative Breast Cancer,Not yet recruiting
553,NCT04445831,Interventional,,,"A Study to Evaluate the Safety, Tolerability and Immunogenicity of Tau Targeted Vaccines in Participants With Early Alzheimer's Disease","A Phase Ib/IIa Multicenter, Double-Blind, Randomized, Placebo-Controlled Study to Evaluate the Safety, Tolerability and Immunogenicity of Different Doses, Regimens and Combinations of Tau Targeted Vaccines in Subjects With Early Alzheimer's Disease",Recruiting
554,NCT04445818,Interventional,,,More Appreciation and Less Criticism Project,A Pilot Intervention Study to Increase Appreciation and Reduce Criticism Among Families in Hong Kong,Completed
555,NCT04441359,Interventional,,,Long-term Safety and Efficacy of Prebiotic Enriched Infant Formula,Effects of the Supplementation With Oligosaccharides on the Prevention of Infections in Infants,Completed
556,NCT04445805,Interventional,INSPIRE,,Improving Negative Stressful Perseverations in Insomnia to Revitalize Expectant Moms,The INSPIRE Trial: Improving Negative Stressful Perseverations in Insomnia to Revitalize Expectant Moms,Not yet recruiting
557,NCT04445792,Interventional,ADOPT PGx,,A Depression and Opioid Pragmatic Trial in Pharmacogenetics (DCRI Coordinating Center),A Depression and Opioid Pragmatic Trial in Pharmacogenetics,Not yet recruiting
558,NCT04445779,Interventional,PREKARKID-10,,Q10 Preloading Before Cardiac Surgery for Kidney Failure Reduction,Q10 Preloading Before Cardiac Surgery for Kidney Failure Reduction,Recruiting
559,NCT04445766,Observational [Patient Registry],,,Efficacy and Complications of Microvascular Decompression,Efficacy and Complications of Microvascular Decompression - a Prospective Systematic Study of 110 Trigeminal Neuralgia Patients,"Active, not recruiting"
560,NCT04445753,Interventional,,,Tai Chi Program in Patients With Heart Failure,Effect of Tai Chi Program on Cardiovascular Responses and Quality of Life in Patients With Heart Failure: A Randomized Controlled Trial,Not yet recruiting
561,NCT04445740,Interventional,,,The i Heart Rhythm Project: Healthy Sleep and Behavioral Rhythms for Obesity Prevention,"Feasibility, Acceptability, and Preliminary Efficacy of the i Heart Rhythm Project",Not yet recruiting
562,NCT04445727,Interventional,,,Efficacy of Vitamin C Supplement vs Spinal Manipulation to Treatment in Lateral Epicondylitis,Efficacy of Vitamin C Supplement Addiction vs. High-speed Spinal Manipulation to Routine Physiotherapy Treatment in Lateral Epicondylitis,Enrolling by invitation
563,NCT04445714,Interventional,,,To Assess the Safety of Fixed Dose Combination of Dapagliflozin and Saxagliptin in Indian Type 2 Diabetes Mellitus.,"A Prospective, Multicenter, Phase -IV Study to Assess the Safety of Fixed Dose Combination of Dapagliflozin and Saxagliptin in Indian Type 2 Diabetes Mellitus.",Not yet recruiting
564,NCT04445701,Interventional,,,Study of AO-176 as Monotherapy and in Combination With Bortezomib/Dexamethasone in Relapsed/Refractory Multiple Myeloma,"A Phase 1/2, Dose Escalation Safety and Tolerability Study of AO-176 as Monotherapy and in Combination With Bortezomib and Dexamethasone in Adults With Relapsed or Refractory Multiple Myeloma",Not yet recruiting
565,NCT04445688,Interventional,,,Crossover Trial of AD036 in Obstructive Sleep Apnea,"Phase 2, Randomized, 3-Period, Placebo-Controlled Crossover Study to Evaluate the Efficacy and Safety in Obstructive Sleep Apnea of AD036 Versus Placebo or Atomoxetine",Not yet recruiting
566,NCT04445675,Interventional,Breastfeeding,,The Effect of Breastfeeding Support on Hospitalization Due to Jaundice,Investigation of the Effect of Support Provided for Breastfeeding and the Feeding of Infants' With Breast Milk on Hospitalization Due to Jaundice,Not yet recruiting
567,NCT00004324,Observational,,,Developmental Phenomenology of Obsessive Compulsive Disorder and Tourette Syndrome in Children and Adolescents,,Completed
568,NCT04445662,Interventional,,,Financial Incentives for Homeless Smokers: A Community-based RCT,Financial Incentives for Homeless Smokers: A Community-based RCT,Not yet recruiting
569,NCT04445649,Observational,,,Prognostic Factors to Regain Consciousness,Investigation of Prognostic Factors to Regain Consciousness in Neurological Early Rehabilitation,Recruiting
570,NCT04445636,Interventional,,,The Efficacy of Morphine Versus Dexmedetomidine as an Adjunct to Caudal Anesthesia,The Efficacy of Morphine Versus Dexmedetomidine as an Adjunct to Caudal Anesthesia in Pediatric Patients Undergoing Thoracic Surgery: A Randomized Controlled Trial,Not yet recruiting
571,NCT04445623,Interventional,PARTISAN,,Prasugrel in Severe COVID-19 Pneumonia,Prasugrel in the Prevention of Severe SARS-CoV2 Pneumonia in Hospitalised Patients,Not yet recruiting
572,NCT04445610,Observational,,,Measles Vaccine: Is There a Protective Role in COVID 19 Pandemic?,Measles Vaccine: Is There a Protective Role in COVID 19 Pandemic?,Not yet recruiting
573,NCT04445597,Interventional,,,Unraveling the Mechanisms of Olfactory Dysfunction in COVID-19,Unraveling the Mechanisms of Olfactory Dysfunction in COVID-19,Recruiting
574,NCT04445584,Observational,,,High-resolution MRI (7 Tesla) of the Cervical Spine in Asymptomatic Individuals,High-resolution MRI (7 Tesla) of the Cervical Spine in Asymptomatic Individuals - Development of Reference Standards,Recruiting
575,NCT04445571,Interventional,SAINT,,Surfactant Administration by Insure or Thin Catheter,Surfactant Administration by Insure or Thin Catheter,Recruiting
576,NCT04445558,Interventional,,,Study of 2 Modalities of Dialysis and Nutrition on the Nutritional Status of Malnourished Chronic Renal Disease Patients,Study of Two Modalities of Dialysis and Nutrition on the Nutritional Status of Malnourished Chronic End-stage Renal Disease Patients Dependent on Intradialytic Parenteral Nutrition,Not yet recruiting
577,NCT04445545,Interventional,HILT,,"High Intensity Laser Therapy in Increasing Flexibility, Strength and Painful Pressure Threshold.","Effectiveness of High Intensity Laser Therapy (HILT) and Stretching Exercises in Increasing Flexibility, Strength, and Pain Pressure Threshold in Myofascial Trigger Points. Randomized Clinical Trial (ECA).",Not yet recruiting
578,NCT04445532,Observational,,,Hepatobiliary Tumors Tissue Samples Acquisition,Acquisition of Blood and Tumor Tissue Samples From Patients With Hepatobiliary Tumors,Not yet recruiting
579,NCT04445519,Interventional,Mont Blanc,,Phase 3 Trial of NCX 470 vs. Latanoprost in Subjects With Open-Angle Glaucoma or Ocular Hypertension,"Phase 3, Randomized, Adaptive Dose-Selection, Multi-regional, Double-Masked, Parallel-Group, 3-Month Trial Evaluating the Safety and Efficacy of NCX 470 vs. Latanoprost 0.005% in Subjects With Open-Angle Glaucoma or Ocular Hypertension (Mont Blanc)",Recruiting
580,NCT04445506,Observational,,,Short Term Corticosteroids in SARS-CoV2 Patients,"The Effect of the Short-term Use of Systemic Corticosteroids in COVID-19 Patients in Regard to Hospital Length of Stay, Morbidly and/or Mortality.",Completed
581,NCT04387877,Interventional,,,Graston Technique in Deep Gluteal Syndrome,The Effect of Graston Technique in Deep Gluteal Syndrome,Recruiting
582,NCT04445493,Observational,EPISODE-PH-COV,,EPISODE-PS-COVID: hEad Pulse for Ischemic StrOke DEtection Prehospital Study During the COVID-19 Pandemic ( EPISODEPSCOVID ),EPISODE-PS-COVID: hEad Pulse for Ischemic StrOke DEtection Prehospital Study During the COVID-19 Pandemic,Not yet recruiting
583,NCT04445480,Interventional,,,Popliteal Block for Lower Limb Angioplasty,The Benefit of Popliteal Sciatic Nerve Block for Lower Limb Angioplasty in Critical Limb Ischemia: a Randomised Controlled Trial,Completed
584,NCT04445467,Interventional,VIRCO,,An Adaptive Randomised Placebo Controlled Phase II Trial of Antivirals for COVID-19 Infection,An Adaptive Randomised Placebo Controlled Phase II Trial of Antivirals for COVID-19 Infection,Not yet recruiting
585,NCT04445454,Interventional,,,Mesenchymal Stromal Cell Therapy for Severe Covid-19 Infection,Mesenchymal Stromal Cell Therapy for Severe Covid-19 Infection,Recruiting
586,NCT04445441,Observational,CHLORAZ,,An Observational Study to Assess the Protocol for the COVID-19 Treatment in Burkina Faso,An Observational Study to Assess the Effectiveness of the Standard of Care (Hydroxychloroquine+Azythromicin or Chloroquine+Azythromicin) Recommended by the Ministry of Health for the Treatment of the Coronavirus Infection in Burkina Faso,Recruiting
587,NCT04445428,Interventional,,,OPV as Potential Protection Against COVID,Oral Polio Vaccine as Potential Protection Against COVID-19: A Cluster-randomised Trial in Guinea-Bissau,Not yet recruiting
588,NCT04445415,Observational,,,Diagnostic Value of New COVID-19 Antibodies Testing Among Laboratory Healthcare Workers,Diagnostic Value of New- Covid 19 Antibodies Testing Among Laboratory Healthcare Workers,Not yet recruiting
589,NCT04445402,Observational [Patient Registry],,,Pediatrics HOT COVID-19 Database in NY Tristate,Retrospective and Prospective Database of COVID-19 Prevalence and Clinical Course in Pediatric and Young Adult Hematology/ Oncology/Stem Cell Therapy Patients in the New York Tri-State Area.,Recruiting
590,NCT04445389,Interventional,,,"Safety and Immunogenicity Study of GX-19, a COVID-19 Preventive DNA Vaccine in Healthy Adults","A Phase 1/2a, Multi-center, Randomized, Double-blind, Placebo-controlled Study to Investigate the Safety, Tolerability, and Immunogenicity of GX-19, a COVID-19 Preventive DNA Vaccine in Healthy Subjects",Recruiting
591,NCT04445376,Interventional,,,Effect of Physical Therapy Exercises on Cardiorespiratory Fitness Level in COVID19 Patients After Recovery.,Effect of Physical Therapy Exercise on Reduced Cardiorespiratory Fitness Level in Patients Recovered From COVID 19.,Not yet recruiting
592,NCT04445363,Interventional,AA,,A Study With Jaktinib Hydrochloride Cream Applied Topically to Subjects With Alopecia Areata,"A Phase I/II Study Of The Efficacy,Safety and Pharmacokinetics Of Jaktinib Hydrochloride Cream In Subjects With Mild To Moderate Alopecia Areata",Not yet recruiting
593,NCT04445350,Interventional,MLKOA,,Motor Learning in Knee Osteoarthritis,Motor Learning in Knee Osteoarthritis Therapy - A New Rehabilitation Approach,Recruiting
594,NCT04445337,Interventional,,,Stellate Ganglion Blockade in COVID-19 Positive Patients,Stellate Ganglion Blockade in COVID-19 Positive Patients,Not yet recruiting
595,NCT04431804,Observational,,,Silver Nanoparticle Effect on Fungi,Effect of Silver Nanoparticles on Aspergillus Fumigatus Isolate From Intensive Care Patients,Recruiting
596,NCT04445324,Interventional,,,Effects of Online and Recovery-oriented Peer Support Groups Facilitated by Peer Support Workers in Times of COVID-19,Effects of Online and Recovery-oriented Peer Support Groups Facilitated by Peer Support Workers in Times of COVID-19 : A Feasibility Study of a Trial,Not yet recruiting
597,NCT04445311,Interventional,,,Ivermectin in Treatment of COVID-19,Use of Ivermectin as a Therapeutic Option for Patients With COVID-19,Recruiting
598,NCT04445298,Observational,,,Skin Barrier Assessment in Pregnancy and at Birth,Skin Barrier Assessment in Pregnancy and at Birth,Not yet recruiting
599,NCT04445285,Interventional,DAMPENCOVID,,Phase 2 Trial Using rhDNase to Reduce Mortality in COVID-19 Patients With Respiratory Failure,Double Blind Randomized Phase 2 Placebo Controlled Trial Using rhDNase to Reduce Mortality in COVID-19 Patients With Respiratory Failure,Recruiting
600,NCT04445272,Interventional,,,Clinical Trial to Evaluate the Effectiveness and Safety of Tocilizumab for Treating Patients With COVID-19 Pneumonia,"A Multicentre, Open-label Clinical Trial to Evaluate the Effectiveness and Safety of Intravenous Tocilizumab for Treating Patients With COVID-19 Pneumonia: the BREATH-19 Study",Recruiting
601,NCT04445259,Observational,,,Study of the Treatment and Outcomes in Critically Ill Patients With COVID-19 and High Risk of Acute Kidney Injury,Study of the Treatment and Outcomes in Critically Ill Patients With COVID-19 and High Risk of Acute Kidney Injury,Recruiting
602,NCT04445246,Interventional,ILOCOVID,,Inhaled Iloprost for Suspected COVID-19 Respiratory Failure,Inhaled Iloprost for the Treatment of Suspected COVID-19 Respiratory Failure,Recruiting
603,NCT04445233,Observational,CO-HOST,,COVID-19 Household Transmission Study,The COVID-19 Household Transmission Study (CO-HOST) - Epidemiology of SARS-CoV-2 Transmission Within the Household,Recruiting
604,NCT04445220,Interventional,,,A Study of Cell Therapy in COVID-19 Subjects With Acute Kidney Injury Who Are Receiving Renal Replacement Therapy,"A Multi-center, Randomized, Sham Controlled, Double-blind, Ascending-dose Study of Extracorporeal Mesenchymal Stromal Cell Therapy (SBI-101 Therapy) in COVID-19 Subjects With Acute Kidney Injury Receiving Renal Replacement Therapy",Not yet recruiting
605,NCT04445207,Expanded Access,,,Experimental Expanded Access Treatment With Convalescent Plasma for the Treatment of Patients With COVID-19,Experimental Expanded Access Treatment With Convalescent Plasma for the Treatment of Patients With COVID-19,Available
606,NCT04445194,Interventional,,,Phase I Clinical Study of Recombinant Novel Coronavirus Vaccine,"A Multi-center, Double-blind, Randomized, Placebo Parallel Controlled, Safety and Tolerability Phase I Clinical Trial of Recombinant Novel Coronavirus Vaccine (CHO Cells) in Healthy People Between 18 and 59 Years of Age",Not yet recruiting
607,NCT04445077,Interventional,,,Education Program for Care Home Staff,Effects of a Competency-based Education Program on Care Home Staff's Sense of Competence Related to Dementia Care in Mainland China: A Mixed-methods Approach,Recruiting
608,NCT04445181,Observational,,,Canadian REgistry of Chronic Kidney Disease in Diabetes Outcomes (CREDO) Study,Canadian REgistry of Chronic Kidney Disease in Diabetes Outcomes (CREDO) Study,Not yet recruiting
609,NCT04445168,Interventional,EPPC,,Randomized Trial of Exercise Promotion in Primary Care,Intervention Based in Primary Care to Increase Physical Activity Among Inactive Adults With Prediabetes and Diabetes,Not yet recruiting
610,NCT04445155,Interventional,,,The DECIDE Parent-Provider Intervention,"Modification and Evaluation of the DECIDE Intervention to Improve Parent-provider Interactions in Low-income Parents of Adolescents With Disruptive Impulse Control, and Conduct Disorder",Not yet recruiting
611,NCT04445142,Observational,,,Fovea ERM After Fovea-sparing ILM Peeling,Severe Foveal Epiretinal Membrane Contraction After Previous Fovea-sparing Internal Limiting Membrane Peeling Surgery,Completed
612,NCT04445129,Observational,,,Wake and Sleep State Transitions on a Portable Electroencephalogram (EEG) Device in Narcolepsy Type 1 (NT1) and Healthy Participants,A Study to Assess the Frequency and Characteristics of Wake and Sleep State Transitions Over Multiple Nights in Subjects With Narcolepsy Type 1 Compared With Healthy Subjects Using a Portable Electroencephalogram Device,Not yet recruiting
613,NCT04445116,Interventional,Akili,,Endeavor™ in Pediatric MS,"A Study of Endeavor™, a Video-Game Based Cognitive Remediation, in the Pediatric Multiple Sclerosis (MS) Population",Not yet recruiting
614,NCT04445103,Observational,,,The Malaria Heart Disease Study,The Malaria Heart Disease Study: A Novel Pathway to Subclinical Heart Disease,Recruiting
615,NCT04445090,Interventional,,,A Study in Healthy Men to Test How Well Different Doses of BI 1569912 Are Tolerated and How Food Influences the Amount of BI 1569912 in the Blood,"Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of Single Rising Oral Doses of BI 1569912 in Healthy Male Subjects (Single-blind, Partially Randomized Within Dose Groups, Placebo-controlled, Parallel-group Design) With an Additional Relative Bioavailability/ Food Effect Part (Open-label, Randomized, Three-way Crossover Design)",Not yet recruiting
616,NCT04445064,Interventional,HN1901,,Activity and Safety of Peptide-based Immunotherapy in Patients With Squamous Cell Carcinoma of the Head and Neck.,Activity and Safety of Peptide-based Immunotherapy in an Umbrella Window Pre-operative Opportunity Phase II Study in Patients With Squamous Cell Carcinoma of the Head and Neck.,Recruiting
617,NCT04445051,Interventional,,,Investigation of New Intermittent Catheters in Healthy Volunteers,Exploratory Investigation on Performance and Safety of New Intermittent Catheters in Healthy Volunteers,Recruiting
618,NCT04445038,Interventional,,,"Safety, Tolerability and Pharmacokinetic of Recombinant Anti-IL-5 Humanized Monoclonal Antibody Injection","A Randomized, Double-blind, Placebo-controlled Parallel Trial of Safety, Tolerability and Pharmacokinetic of Recombinant Anti-IL-5 Humanized Monoclonal Antibody by Single Subcutaneous Injection in Healthy Subjects",Recruiting
619,NCT04445025,Interventional,,,Comparison Elagolix vs Depot Leuprolide Prior to Frozen Embryo Transfers in Patients With Endometriosis,The Effect of Elagolix in Comparison to Leuprolide Acetate on in Vitro Fertilization (IVF) Cycle Outcomes After a Transfer of Euploid Embryos to Patients With Surgically Diagnosed Endometriosis: A Pilot Trial,Not yet recruiting
620,NCT04445012,Observational,CAIS,,Cardiovascular Acoustics and an Intelligent Stethoscope,Cardiovascular Acoustics and an Intelligent Stethoscope. An Observational Study to Collect Heart Sound Recordings From Patients to Understand the Acoustic Characteristics of Murmurs and Develop an Artificially Intelligent Stethoscope.,Recruiting
621,NCT04444999,Interventional,,,Carbon Dioxide Guided Angiography in Endovascular Abdominal Aortic Aneurysm Repair,Carbon Dioxide Guided Angiography in Endovascular Abdominal Aortic Aneurysm Repair,Recruiting
622,NCT04444986,Interventional,,,Bioequivalence Study of Favir 200 mg Film Tablet Kocak Under Fasting Conditions,"Open-Label, Randomised, Single Oral Dose, Two-Period, Cross-Over Trial To Assess The Bioequivalence Of Favir 200 Mg Ft In Comparison With Avigan 200 Mg Ft In Healthy Male Subjects Under Fasting Conditions",Completed
